alert_id,transaction_id,alert_timestamp,rule_triggered,risk_score,reviewer_status,resolution
ALT-f3a5909d,TXN-123e5f7d,2025-10-12 07:05:40,High Velocity,85,In Review,False Positive (Legit)
ALT-81b1a782,TXN-8ccffd1e,2025-01-17 09:16:21,Impossible Travel,96,In Review,False Positive (Legit)
ALT-98918de7,TXN-201733af,2025-11-16 20:08:17,High Velocity,69,Closed,True Positive (Fraud)
ALT-8cf84016,TXN-6ea7e279,2025-04-20 17:29:13,High Value,86,Closed,Unresolved
ALT-a713976a,TXN-5b722633,2025-03-30 02:05:20,High Velocity,76,Closed,False Positive (Legit)
ALT-c9ecc2e0,TXN-47f823b9,2025-01-16 06:52:33,VPN Detected,73,Unassigned,False Positive (Legit)
ALT-445199e7,TXN-2aa610ee,2025-07-07 18:19:15,High Value,86,Unassigned,Unresolved
ALT-f49643a9,TXN-cfffca4c,2025-02-17 09:50:45,High Value,71,Closed,True Positive (Fraud)
ALT-59560141,TXN-61240003,2025-07-01 20:40:54,High Value,63,Closed,False Positive (Legit)
ALT-7a566437,TXN-457f365d,2025-08-16 19:22:45,VPN Detected,74,Closed,False Positive (Legit)
ALT-fbb05d8a,TXN-886e7248,2025-11-21 00:30:34,High Velocity,57,Unassigned,False Positive (Legit)
ALT-0913b4d9,TXN-4ea46f1c,2025-12-26 21:00:01,High Value,69,In Review,True Positive (Fraud)
ALT-10e08dbd,TXN-d9096e9d,2025-09-29 21:28:29,Impossible Travel,73,In Review,Unresolved
ALT-a2e97533,TXN-5b9fe52a,2025-10-06 06:48:12,High Value,81,Closed,Unresolved
ALT-cc0a2541,TXN-aa101a87,2025-09-10 22:45:42,High Velocity,65,Unassigned,False Positive (Legit)
ALT-4e2e470c,TXN-4f03a1d9,2025-12-18 06:09:10,High Velocity,72,Unassigned,True Positive (Fraud)
ALT-39ec4b6a,TXN-25e3ed3f,2025-04-08 00:14:10,High Velocity,53,Closed,True Positive (Fraud)
ALT-3f566abd,TXN-d9da26bd,2025-07-21 23:01:10,High Value,60,Closed,False Positive (Legit)
ALT-4d528546,TXN-0e586dfd,2025-01-28 16:11:21,VPN Detected,74,Closed,Unresolved
ALT-8258bc3d,TXN-6a663912,2025-12-27 01:32:52,High Value,76,Unassigned,Unresolved
ALT-542f6656,TXN-60f5bcb0,2025-03-19 04:34:56,VPN Detected,55,In Review,False Positive (Legit)
ALT-55dea1ee,TXN-686acef1,2025-02-14 08:54:51,VPN Detected,70,Unassigned,False Positive (Legit)
ALT-b1ad9628,TXN-229dc0fa,2025-12-28 06:51:31,VPN Detected,95,In Review,True Positive (Fraud)
ALT-9847ffc6,TXN-8328b2c9,2025-09-19 00:33:30,VPN Detected,97,In Review,Unresolved
ALT-c9b160a2,TXN-e38573f3,2025-10-23 06:49:50,High Value,54,Closed,True Positive (Fraud)
ALT-bfb32654,TXN-33a272eb,2025-12-07 13:14:58,VPN Detected,72,Closed,Unresolved
ALT-274685f6,TXN-9130a252,2025-11-01 16:09:27,VPN Detected,93,In Review,Unresolved
ALT-ced24caf,TXN-feed8a8e,2025-04-18 19:16:48,High Velocity,73,Closed,False Positive (Legit)
ALT-6647efee,TXN-3e9bbf4f,2025-10-10 08:30:33,High Velocity,72,Closed,False Positive (Legit)
ALT-8899b52d,TXN-41311359,2025-04-12 14:22:39,Impossible Travel,53,In Review,False Positive (Legit)
ALT-08e83b07,TXN-c840a4ad,2025-02-22 22:24:27,High Velocity,63,Closed,Unresolved
ALT-674cf8b1,TXN-74fe598e,2025-06-29 14:17:32,High Value,55,Unassigned,False Positive (Legit)
ALT-92dde075,TXN-4bf5f13f,2025-05-07 21:57:55,High Value,84,In Review,True Positive (Fraud)
ALT-646e699b,TXN-efe962f7,2025-11-22 04:59:37,Impossible Travel,72,In Review,Unresolved
ALT-6435e64b,TXN-f730d221,2025-05-29 20:21:13,VPN Detected,55,Closed,Unresolved
ALT-02a0982e,TXN-54f3b93e,2025-01-12 15:53:01,Impossible Travel,99,In Review,False Positive (Legit)
ALT-f4d76dfd,TXN-f3576c2f,2025-09-24 15:56:42,VPN Detected,57,Closed,Unresolved
ALT-87d2da7f,TXN-3dc2a27d,2025-01-07 11:02:09,High Value,67,Closed,True Positive (Fraud)
ALT-47e2b51f,TXN-12f26168,2025-04-22 11:56:19,VPN Detected,83,Unassigned,False Positive (Legit)
ALT-7f305e16,TXN-e939ac43,2025-05-15 20:27:31,Impossible Travel,78,In Review,Unresolved
ALT-ae59365b,TXN-e2c54953,2025-07-25 12:23:19,High Velocity,62,Unassigned,False Positive (Legit)
ALT-883913d3,TXN-dc913b84,2025-09-01 21:06:36,Impossible Travel,71,Unassigned,True Positive (Fraud)
ALT-3c25176e,TXN-be1484b3,2025-10-25 11:13:59,High Velocity,99,Closed,False Positive (Legit)
ALT-c2d34559,TXN-e186fb3b,2025-01-25 09:32:02,High Velocity,51,In Review,True Positive (Fraud)
ALT-5ed2bf2b,TXN-2f5f48f7,2025-07-15 02:51:34,VPN Detected,58,In Review,False Positive (Legit)
ALT-719f4d47,TXN-a8c21207,2025-09-19 11:18:54,VPN Detected,89,Closed,Unresolved
ALT-e4882d7e,TXN-1ded12b2,2025-03-03 08:50:58,High Velocity,90,In Review,False Positive (Legit)
ALT-711b0688,TXN-0f4d6525,2025-05-25 14:54:06,High Velocity,64,In Review,False Positive (Legit)
ALT-7a303ec3,TXN-32a269d5,2025-09-18 10:24:13,High Value,74,Closed,False Positive (Legit)
ALT-03d7df63,TXN-0f01a3c1,2025-04-19 17:46:01,High Velocity,81,Unassigned,False Positive (Legit)
ALT-890dec92,TXN-a32b8bc7,2025-11-23 21:49:43,VPN Detected,67,In Review,Unresolved
ALT-05edb34c,TXN-a54679a4,2025-02-25 23:46:11,High Value,54,Unassigned,True Positive (Fraud)
ALT-ec4be741,TXN-c5a5066d,2025-11-27 12:00:15,High Value,54,Unassigned,False Positive (Legit)
ALT-063041f0,TXN-f8e9b7a4,2025-12-27 09:18:11,High Velocity,92,Unassigned,True Positive (Fraud)
ALT-62c245af,TXN-fd92ca6f,2025-04-05 23:59:41,High Value,94,Closed,True Positive (Fraud)
ALT-db462783,TXN-577f6919,2025-12-31 16:20:06,High Value,89,Closed,Unresolved
ALT-7a8f5f7a,TXN-744897a1,2025-10-21 18:32:01,High Velocity,91,Unassigned,False Positive (Legit)
ALT-a1ef2ca0,TXN-8194e3c2,2025-02-06 08:48:43,Impossible Travel,86,Closed,True Positive (Fraud)
ALT-63cb222a,TXN-db8b8424,2025-01-23 22:54:45,High Velocity,55,In Review,True Positive (Fraud)
ALT-df2b223f,TXN-3998bf23,2025-04-12 22:26:27,VPN Detected,79,Closed,True Positive (Fraud)
ALT-47bab1d7,TXN-46feef14,2025-11-19 06:49:48,High Value,63,Unassigned,False Positive (Legit)
ALT-bf3cb2f2,TXN-f526aef0,2025-10-06 11:58:27,VPN Detected,85,Unassigned,Unresolved
ALT-82fd03ad,TXN-bd253877,2025-04-02 02:29:02,VPN Detected,59,Unassigned,Unresolved
ALT-c6b2fb06,TXN-a0ebba0b,2025-06-19 20:50:06,Impossible Travel,52,In Review,True Positive (Fraud)
ALT-466f08ad,TXN-ca8b66e5,2025-06-07 19:03:31,Impossible Travel,60,Unassigned,Unresolved
ALT-4f3f7212,TXN-50a1a4a7,2025-05-29 02:08:25,VPN Detected,68,In Review,Unresolved
ALT-b75ed2e7,TXN-2b7e6a98,2025-05-30 16:48:37,VPN Detected,89,Unassigned,True Positive (Fraud)
ALT-11b4df28,TXN-e5f77a6e,2025-04-07 06:32:00,High Value,80,Closed,Unresolved
ALT-733c11d1,TXN-262c2b53,2025-06-24 01:22:42,VPN Detected,68,Unassigned,False Positive (Legit)
ALT-6bbc54cc,TXN-2eb5bdc1,2025-12-14 00:12:28,High Value,65,Closed,True Positive (Fraud)
ALT-f734bfab,TXN-42fe5171,2025-10-31 18:38:45,Impossible Travel,83,Unassigned,False Positive (Legit)
ALT-364709a8,TXN-43e8b6a6,2025-11-23 05:19:24,High Velocity,84,Unassigned,False Positive (Legit)
ALT-9a86ddfe,TXN-8c196ed0,2025-08-25 17:54:55,VPN Detected,82,Closed,True Positive (Fraud)
ALT-030d6f2a,TXN-cd553841,2025-02-28 06:17:09,High Value,72,Unassigned,True Positive (Fraud)
ALT-6666c5e9,TXN-86c5546f,2025-08-10 13:02:25,High Velocity,87,Closed,Unresolved
ALT-c7f78e06,TXN-0c77c4c4,2025-05-15 20:54:14,High Value,62,In Review,Unresolved
ALT-456b7561,TXN-1951e9b3,2025-02-21 19:44:54,VPN Detected,74,In Review,True Positive (Fraud)
ALT-8e9079b7,TXN-97daafa2,2025-08-11 08:56:45,High Value,84,Closed,True Positive (Fraud)
ALT-dfd414da,TXN-bf7d92ad,2025-02-24 16:36:08,Impossible Travel,79,Closed,Unresolved
ALT-37a33937,TXN-a2206289,2025-03-20 08:36:47,High Value,83,In Review,True Positive (Fraud)
ALT-4a5df44e,TXN-4ab18387,2025-09-20 20:53:04,High Value,68,Unassigned,False Positive (Legit)
ALT-0eca24a2,TXN-0549817a,2025-02-20 00:45:07,High Value,53,In Review,True Positive (Fraud)
ALT-cd4bcf42,TXN-2295087e,2025-04-27 11:02:18,High Value,72,Closed,False Positive (Legit)
ALT-0a16d6bf,TXN-8e6b1ec7,2025-04-15 06:12:20,High Velocity,62,In Review,Unresolved
ALT-98e40a8e,TXN-1f776e18,2025-03-18 01:13:43,High Velocity,66,Unassigned,True Positive (Fraud)
ALT-29bec783,TXN-c1e620df,2025-03-06 06:02:12,High Value,60,Closed,False Positive (Legit)
ALT-2b85dd41,TXN-8443398d,2025-01-09 06:55:02,High Value,60,Unassigned,True Positive (Fraud)
ALT-d8ca069f,TXN-fb4fa0e7,2025-01-10 09:00:55,Impossible Travel,77,Closed,False Positive (Legit)
ALT-61db255d,TXN-1ab882eb,2025-02-04 12:24:49,VPN Detected,76,Closed,Unresolved
ALT-7cf0b4b8,TXN-f494b37f,2025-06-16 09:59:37,High Value,80,In Review,False Positive (Legit)
ALT-107c6567,TXN-7a3776e9,2025-07-27 03:06:57,High Velocity,89,Unassigned,True Positive (Fraud)
ALT-54e672e6,TXN-3abca9e9,2025-05-20 13:56:57,High Value,80,In Review,False Positive (Legit)
ALT-7cb04b56,TXN-31e9d986,2025-12-16 15:18:49,Impossible Travel,59,In Review,True Positive (Fraud)
ALT-f2d17234,TXN-df5a679f,2025-05-24 16:57:08,High Velocity,88,Unassigned,False Positive (Legit)
ALT-414aafda,TXN-8972eaba,2025-08-14 15:11:19,High Value,57,In Review,Unresolved
ALT-2690cd63,TXN-45f156c4,2025-11-23 09:57:13,Impossible Travel,92,In Review,Unresolved
ALT-ae5c96b6,TXN-8fc8c5d4,2025-07-05 13:30:19,Impossible Travel,76,Closed,True Positive (Fraud)
ALT-c9fbb604,TXN-f11260db,2025-04-22 10:08:58,High Value,69,Unassigned,True Positive (Fraud)
ALT-c44ac38a,TXN-6acfac36,2025-09-18 23:45:34,High Velocity,85,Closed,False Positive (Legit)
ALT-000e6ad2,TXN-4c16696c,2025-05-17 08:33:36,High Velocity,54,In Review,False Positive (Legit)
ALT-d87ba90d,TXN-dcbb8ca7,2025-09-30 03:27:04,High Value,74,Unassigned,Unresolved
ALT-a0f8fb17,TXN-32d3b4c1,2025-01-06 15:17:16,High Value,61,Closed,False Positive (Legit)
ALT-9c676bf5,TXN-365c1868,2025-01-09 03:05:22,Impossible Travel,99,Unassigned,Unresolved
ALT-66f44fb3,TXN-2ff3907a,2025-02-24 21:28:50,High Value,83,Closed,Unresolved
ALT-373cdbc9,TXN-5c505abf,2025-10-03 16:02:25,Impossible Travel,88,Closed,False Positive (Legit)
ALT-969543e1,TXN-6939ece2,2025-08-14 07:25:35,High Velocity,61,In Review,Unresolved
ALT-096172f5,TXN-72ec16f8,2025-07-10 20:29:32,High Value,53,Closed,Unresolved
ALT-d5fbc190,TXN-088ac90a,2025-02-24 18:41:59,High Velocity,97,Closed,Unresolved
ALT-4ac42893,TXN-70ba57c5,2025-08-02 22:46:56,High Velocity,59,Unassigned,False Positive (Legit)
ALT-8a3f83bc,TXN-078d0547,2025-08-20 07:36:08,VPN Detected,57,In Review,Unresolved
ALT-4f926129,TXN-c364109a,2025-05-01 17:44:32,Impossible Travel,74,Unassigned,False Positive (Legit)
ALT-3beaf153,TXN-d68d7eac,2025-10-12 19:19:05,High Velocity,72,In Review,True Positive (Fraud)
ALT-47c5a8c2,TXN-d2bdaadd,2025-12-26 15:26:20,VPN Detected,64,Unassigned,Unresolved
ALT-e129edbf,TXN-cb337ab5,2025-08-02 06:45:13,High Velocity,97,Closed,False Positive (Legit)
ALT-33312fc3,TXN-efcdf358,2025-02-27 03:04:34,High Value,75,In Review,False Positive (Legit)
ALT-59fccaf4,TXN-039dbe72,2025-06-03 21:37:40,Impossible Travel,58,Unassigned,Unresolved
ALT-87792e73,TXN-7d0ecfd5,2025-07-29 16:56:22,High Value,59,Unassigned,True Positive (Fraud)
ALT-6e5fdd28,TXN-7be34aab,2025-10-24 00:10:09,VPN Detected,59,Closed,False Positive (Legit)
ALT-430f8050,TXN-3bb1acde,2025-03-29 07:03:21,High Value,70,In Review,Unresolved
ALT-3a88f2fc,TXN-a320340f,2025-01-07 15:30:57,High Value,78,Closed,True Positive (Fraud)
ALT-2a675658,TXN-e83e1eb6,2025-07-29 01:42:56,VPN Detected,97,Closed,True Positive (Fraud)
ALT-716b0242,TXN-349e5426,2025-06-18 06:44:18,High Velocity,50,Closed,True Positive (Fraud)
ALT-9479fe24,TXN-63e4ff62,2025-11-03 00:28:32,High Velocity,68,In Review,False Positive (Legit)
ALT-0047e8e2,TXN-3be3c23d,2025-04-15 04:58:58,Impossible Travel,82,Unassigned,Unresolved
ALT-a4ccedf7,TXN-aad8090c,2025-01-07 11:09:00,High Velocity,53,Closed,False Positive (Legit)
ALT-1518906d,TXN-f4e073ac,2025-07-12 14:29:13,High Value,67,Unassigned,True Positive (Fraud)
ALT-5576d183,TXN-179b3e5c,2025-11-17 14:21:34,Impossible Travel,94,Unassigned,True Positive (Fraud)
ALT-a5a78fbe,TXN-125a276b,2025-10-09 21:56:55,VPN Detected,72,Unassigned,True Positive (Fraud)
ALT-b9e7ef6f,TXN-30852d57,2025-02-08 18:17:33,High Velocity,94,In Review,Unresolved
ALT-60fba92e,TXN-f737a65d,2025-06-15 23:30:14,VPN Detected,51,Closed,True Positive (Fraud)
ALT-d248833d,TXN-ffdadefc,2025-05-26 11:56:10,VPN Detected,67,In Review,True Positive (Fraud)
ALT-cf536787,TXN-e3f88801,2025-04-30 17:05:17,High Velocity,79,Closed,True Positive (Fraud)
ALT-0b161855,TXN-b22bdcf6,2025-08-21 13:02:28,High Value,54,In Review,False Positive (Legit)
ALT-59902eb5,TXN-3b3023f6,2025-10-22 02:40:00,VPN Detected,77,Closed,False Positive (Legit)
ALT-e7c2179a,TXN-28b98b10,2025-07-19 07:43:56,VPN Detected,73,Unassigned,True Positive (Fraud)
ALT-e7b8775e,TXN-0ccea0b6,2025-07-10 06:36:42,High Velocity,78,Unassigned,Unresolved
ALT-6c60e76a,TXN-22e8a2ed,2025-01-14 22:08:28,High Velocity,76,In Review,True Positive (Fraud)
ALT-6a61f5c1,TXN-6b8ac244,2025-06-17 03:58:58,VPN Detected,96,Closed,False Positive (Legit)
ALT-de14d7e3,TXN-2ca388a0,2026-01-01 04:07:43,Impossible Travel,72,Closed,False Positive (Legit)
ALT-089c44aa,TXN-8cb27840,2025-11-09 01:41:56,Impossible Travel,69,In Review,Unresolved
ALT-96511684,TXN-7d6fbdb9,2025-09-25 12:09:50,High Value,90,In Review,False Positive (Legit)
ALT-f109b2cc,TXN-2d147fb4,2025-08-24 13:03:11,High Velocity,84,Unassigned,Unresolved
ALT-4fd60f21,TXN-676b2eb8,2025-08-13 23:17:32,High Velocity,51,Closed,False Positive (Legit)
ALT-61e7c7a8,TXN-7535f74f,2025-11-10 14:26:29,VPN Detected,51,Closed,Unresolved
ALT-127c6b1a,TXN-2da43d11,2025-07-02 09:20:22,High Value,68,In Review,False Positive (Legit)
ALT-675999e6,TXN-b4c6debd,2025-04-06 23:34:20,High Value,69,Unassigned,True Positive (Fraud)
ALT-ca3898ca,TXN-d44f2bc9,2025-04-09 10:52:33,VPN Detected,73,In Review,True Positive (Fraud)
ALT-c6468ee1,TXN-a974a9e9,2025-08-27 13:36:49,High Value,52,In Review,False Positive (Legit)
ALT-fb509298,TXN-3f44361e,2025-03-14 09:31:06,Impossible Travel,74,Closed,False Positive (Legit)
ALT-ada7df1b,TXN-ddffcbce,2025-12-27 15:58:09,VPN Detected,62,Closed,Unresolved
ALT-498970a9,TXN-e1dda136,2025-08-23 15:19:24,Impossible Travel,92,Closed,Unresolved
ALT-e0507e35,TXN-08572d46,2025-06-15 09:55:32,High Velocity,86,In Review,Unresolved
ALT-61b7e633,TXN-753410d1,2025-03-27 06:39:33,VPN Detected,63,In Review,Unresolved
ALT-eca5071f,TXN-b306f6fb,2025-04-09 09:31:14,VPN Detected,69,In Review,True Positive (Fraud)
ALT-f7b461a1,TXN-6171a5a5,2025-09-07 05:17:34,Impossible Travel,80,In Review,True Positive (Fraud)
ALT-1b1844a4,TXN-f46e1cc0,2025-06-07 08:45:55,High Velocity,98,In Review,Unresolved
ALT-0853c781,TXN-ebe72ea4,2025-05-05 01:24:24,High Velocity,80,Closed,True Positive (Fraud)
ALT-7a869b31,TXN-e0df61c3,2025-03-01 13:15:22,VPN Detected,83,In Review,True Positive (Fraud)
ALT-958500e4,TXN-12408d09,2025-12-24 01:32:22,High Velocity,63,Unassigned,True Positive (Fraud)
ALT-5ac18ed5,TXN-0dbb3e32,2025-06-13 20:48:02,High Velocity,55,Closed,Unresolved
ALT-9ab58be4,TXN-7eb69e70,2025-08-09 04:04:26,High Value,66,In Review,False Positive (Legit)
ALT-408ec702,TXN-4b65597d,2025-09-13 22:00:28,High Value,51,In Review,False Positive (Legit)
ALT-f2a745c0,TXN-ffc5bfe3,2025-12-26 16:30:40,VPN Detected,86,Closed,Unresolved
ALT-63580f30,TXN-ae3dedf7,2025-06-10 03:21:05,High Value,58,Closed,True Positive (Fraud)
ALT-e3c34469,TXN-ab026646,2025-08-18 21:55:13,High Velocity,79,Closed,False Positive (Legit)
ALT-5c411eef,TXN-67d8e864,2025-02-02 14:18:02,High Value,57,In Review,False Positive (Legit)
ALT-4620b590,TXN-606090b8,2025-11-26 14:30:20,High Value,92,In Review,True Positive (Fraud)
ALT-2afae4ef,TXN-4bcc3c7d,2025-11-08 09:16:52,High Value,57,Unassigned,True Positive (Fraud)
ALT-2165c10b,TXN-ef04336b,2025-09-28 17:24:09,High Velocity,63,Unassigned,Unresolved
ALT-c657e5c3,TXN-1b8272bb,2025-07-27 02:14:23,High Velocity,69,Unassigned,Unresolved
ALT-99dce37b,TXN-88badc44,2025-01-07 19:41:45,High Value,51,Closed,True Positive (Fraud)
ALT-dc1c8834,TXN-76ff2d08,2025-08-17 16:34:56,High Value,57,In Review,False Positive (Legit)
ALT-df66f734,TXN-89ba7311,2025-08-31 06:23:24,High Value,80,In Review,True Positive (Fraud)
ALT-2e999333,TXN-a3ef2759,2025-10-18 23:43:15,VPN Detected,79,Closed,True Positive (Fraud)
ALT-2cdc37be,TXN-2aadafcb,2025-07-18 21:50:42,High Velocity,61,In Review,False Positive (Legit)
ALT-1790bd21,TXN-c80aae12,2025-03-04 15:49:20,Impossible Travel,82,Unassigned,False Positive (Legit)
ALT-4db8cbf1,TXN-a1ba0aea,2025-09-12 10:33:18,VPN Detected,70,Closed,False Positive (Legit)
ALT-6c2f93b9,TXN-6cbd36cd,2025-06-14 00:41:47,Impossible Travel,87,In Review,Unresolved
ALT-3cecb0a9,TXN-59e66769,2025-04-01 11:47:59,Impossible Travel,71,Unassigned,False Positive (Legit)
ALT-236f69f2,TXN-2fa609db,2025-03-10 07:30:42,High Velocity,85,Closed,Unresolved
ALT-f597142f,TXN-a9696a5c,2025-04-24 03:29:57,High Value,55,Unassigned,True Positive (Fraud)
ALT-e9d17f99,TXN-83b6942c,2025-05-24 01:24:55,High Value,73,Closed,True Positive (Fraud)
ALT-d01c3015,TXN-10f6bcde,2025-11-17 16:47:19,Impossible Travel,54,Unassigned,True Positive (Fraud)
ALT-1e110069,TXN-b172d027,2025-12-05 23:04:09,High Value,80,Unassigned,True Positive (Fraud)
ALT-d8156092,TXN-eca5f3ad,2025-10-30 20:46:58,High Value,75,Closed,Unresolved
ALT-b8bdeebe,TXN-ea274074,2025-12-03 04:37:43,Impossible Travel,79,In Review,False Positive (Legit)
ALT-29162530,TXN-d257cfc6,2025-08-06 09:33:28,VPN Detected,80,Unassigned,False Positive (Legit)
ALT-b78d148b,TXN-b8652f2f,2025-07-10 20:28:15,High Velocity,60,Unassigned,Unresolved
ALT-30de292e,TXN-a65cfe84,2025-03-05 23:57:25,High Value,50,In Review,False Positive (Legit)
ALT-9ef6af2a,TXN-9e068561,2025-10-14 12:44:25,VPN Detected,82,Closed,Unresolved
ALT-f50acb79,TXN-c32ed7cf,2025-07-02 01:34:15,High Value,60,Unassigned,True Positive (Fraud)
ALT-e527a078,TXN-a8f44b34,2025-06-22 21:59:44,VPN Detected,71,In Review,False Positive (Legit)
ALT-8915c6b0,TXN-f5449a35,2025-07-13 15:52:25,High Velocity,57,In Review,False Positive (Legit)
ALT-4ed99ed3,TXN-94447afb,2025-12-30 23:51:09,High Value,68,Closed,Unresolved
ALT-364f9cbd,TXN-6db13b4c,2025-10-02 16:43:22,VPN Detected,94,Unassigned,Unresolved
ALT-88e233f3,TXN-6c0a8d22,2025-10-05 15:15:27,Impossible Travel,91,In Review,True Positive (Fraud)
ALT-64887a8e,TXN-372e84b6,2025-12-05 16:59:05,Impossible Travel,88,Unassigned,True Positive (Fraud)
ALT-b6583933,TXN-3597d2dd,2025-12-12 14:58:45,High Value,62,In Review,Unresolved
ALT-9ce6dd4f,TXN-902841c8,2025-08-14 12:05:11,High Value,82,In Review,True Positive (Fraud)
ALT-e6ece132,TXN-f5968bb7,2025-09-29 12:00:28,High Value,52,Unassigned,Unresolved
ALT-a2689993,TXN-f469c6b5,2025-01-20 19:53:41,High Value,57,In Review,False Positive (Legit)
ALT-6de8a362,TXN-a3ce83dd,2025-08-09 23:34:59,High Value,83,In Review,False Positive (Legit)
ALT-671ab5f8,TXN-b1282b0f,2025-08-15 09:43:43,Impossible Travel,53,Unassigned,Unresolved
ALT-0c51ef84,TXN-6502b59a,2025-09-20 11:28:49,High Value,77,Closed,True Positive (Fraud)
ALT-723402d0,TXN-0710fa9f,2025-05-14 18:03:32,High Value,70,In Review,False Positive (Legit)
ALT-8b7882ed,TXN-455be11f,2025-04-04 11:03:23,Impossible Travel,79,Closed,True Positive (Fraud)
ALT-0a591005,TXN-a309cf73,2025-10-10 18:22:34,High Value,81,Closed,True Positive (Fraud)
ALT-250d3ca1,TXN-3060ed8c,2025-11-08 03:25:01,VPN Detected,53,Unassigned,True Positive (Fraud)
ALT-2767b217,TXN-31e6f0d8,2025-10-26 04:41:53,High Velocity,75,Unassigned,Unresolved
ALT-59e500c1,TXN-528fb693,2025-11-06 14:58:33,VPN Detected,54,In Review,False Positive (Legit)
ALT-62f87604,TXN-bddd38e8,2025-03-28 14:45:18,VPN Detected,87,Unassigned,True Positive (Fraud)
ALT-44f332a6,TXN-3f12dc39,2025-03-27 14:15:22,High Velocity,55,Closed,True Positive (Fraud)
ALT-00e76580,TXN-db13805d,2025-07-06 11:49:47,Impossible Travel,55,In Review,Unresolved
ALT-0b908f87,TXN-86be2d9d,2025-03-03 17:15:20,High Value,94,In Review,Unresolved
ALT-223974d8,TXN-5937830c,2025-09-30 19:57:15,VPN Detected,98,In Review,False Positive (Legit)
ALT-c9786974,TXN-73276cf0,2025-10-05 11:12:39,Impossible Travel,67,Closed,False Positive (Legit)
ALT-e7c5b2ce,TXN-aec0bb01,2025-09-15 10:20:57,High Velocity,80,Closed,Unresolved
ALT-4b0625a6,TXN-3a2dd2ed,2025-10-15 23:20:30,VPN Detected,95,Unassigned,False Positive (Legit)
ALT-11fe5df8,TXN-c247f34e,2025-07-07 14:12:09,Impossible Travel,70,Closed,False Positive (Legit)
ALT-e61ea961,TXN-5a4fa09e,2025-09-02 01:42:15,High Value,85,In Review,Unresolved
ALT-e1094c5b,TXN-4da3664c,2025-06-22 19:10:25,High Value,68,In Review,True Positive (Fraud)
ALT-6078d43d,TXN-f59d4068,2025-02-03 13:32:18,High Value,59,Unassigned,False Positive (Legit)
ALT-29976275,TXN-febb46bc,2025-10-28 21:30:39,High Velocity,94,Closed,False Positive (Legit)
ALT-23f3a25f,TXN-9acdd8ee,2025-03-28 22:52:11,High Velocity,69,In Review,Unresolved
ALT-42facabe,TXN-1565115d,2025-11-28 05:10:17,Impossible Travel,75,Unassigned,Unresolved
ALT-722c1ace,TXN-df5cf077,2025-11-14 16:30:36,High Velocity,58,Unassigned,True Positive (Fraud)
ALT-67be0cd0,TXN-4fab4df7,2025-07-28 00:40:41,VPN Detected,71,In Review,False Positive (Legit)
ALT-d8a6518a,TXN-51938e30,2025-05-02 03:38:44,Impossible Travel,60,Closed,Unresolved
ALT-93473c20,TXN-2429fbf1,2025-10-29 08:47:13,High Value,89,Unassigned,False Positive (Legit)
ALT-0467badd,TXN-d3e602d4,2025-06-06 22:08:07,Impossible Travel,91,In Review,False Positive (Legit)
ALT-e999d563,TXN-6a456b5c,2025-06-30 12:58:03,High Value,88,Unassigned,False Positive (Legit)
ALT-31c7d7ed,TXN-4e33b267,2025-03-17 04:34:20,High Value,52,In Review,Unresolved
ALT-4dd42841,TXN-1f3a1b9c,2025-11-11 02:39:38,High Value,54,In Review,Unresolved
ALT-2fc13eb2,TXN-554dc17f,2025-06-10 10:11:58,High Velocity,73,Unassigned,Unresolved
ALT-bd807375,TXN-49bf8cca,2025-01-10 20:18:59,High Value,72,In Review,False Positive (Legit)
ALT-745d2b51,TXN-8d16b554,2025-07-03 07:37:47,Impossible Travel,51,In Review,Unresolved
ALT-d182e455,TXN-006cb74f,2025-09-06 13:14:23,Impossible Travel,67,In Review,True Positive (Fraud)
ALT-471bf784,TXN-e7770bc5,2025-08-18 11:48:18,High Velocity,59,Unassigned,Unresolved
ALT-602d9d36,TXN-d99ec0a4,2025-07-18 10:12:16,High Velocity,88,Closed,True Positive (Fraud)
ALT-81d38d61,TXN-3b9562ba,2025-07-29 04:24:49,High Velocity,99,Closed,False Positive (Legit)
ALT-ce82746c,TXN-a20c44a9,2025-04-22 10:28:23,VPN Detected,56,Unassigned,True Positive (Fraud)
